ProductID,ProductName,Category,Price,StockQuantity
563145,total,Automotive,106.3,378
316951,particularly,Home,224.27,400
255937,wide,Books,425.14,147
435524,stock,Clothing,199.0,75
542905,prevent,Clothing,531.18,70
623469,right,Home,385.47,415
215006,understand,Automotive,271.05,170
652341,church,Books,384.73,280
810294,consumer,Toys,370.83,133
460910,cold,Clothing,311.59,26
862274,television,Toys,631.46,169
470332,left,Books,142.95,270
292385,add,Automotive,279.0,256
713640,really,Clothing,722.15,279
653487,financial,Home,902.03,265
476961,middle,Books,863.5,259
372940,know,Toys,844.76,384
748428,government,Home,415.27,187
528355,drop,Electronics,248.98,309
272055,week,Electronics,451.52,91
741742,laugh,Toys,321.88,439
186641,determine,Automotive,398.24,260
757435,conference,Books,760.08,101
292882,such,Home,685.22,450
879354,throw,Automotive,500.17,50
751392,air,Books,437.56,459
580957,all,Home,165.12,129
531934,form,Home,490.91,105
449458,economic,Toys,375.82,182
815141,surface,Automotive,824.11,146
979943,family,Home,227.8,217
443755,past,Clothing,513.73,251
682912,prove,Books,135.92,165
293736,name,Clothing,877.93,176
705059,myself,Automotive,904.89,297
460808,discussion,Home,87.28,384
538466,positive,Electronics,919.99,43
646325,almost,Toys,377.46,35
886454,receive,Books,72.8,149
644644,exist,Electronics,954.28,240
321133,fast,Toys,421.13,333
600907,provide,Electronics,626.13,333
167809,down,Clothing,134.01,181
323591,try,Electronics,510.7,298
300935,city,Clothing,925.74,433
698474,story,Toys,635.3,8
941148,really,Automotive,226.73,359
868212,scientist,Automotive,866.67,304
112436,ball,Toys,811.67,72
186814,discuss,Automotive,121.03,414
263576,police,Automotive,331.83,369
448526,finish,Clothing,677.93,55
122533,use,Toys,261.01,492
714979,trip,Home,359.71,244
158208,century,Home,126.89,469
287318,style,Electronics,283.95,321
755604,focus,Books,767.38,286
681240,then,Home,331.56,122
217897,task,Automotive,568.35,48
283441,without,Books,473.2,285
572538,tell,Clothing,666.63,57
651085,opportunity,Electronics,36.09,120
975218,remember,Books,225.83,303
925323,simply,Home,498.55,211
222765,decide,Books,383.55,374
987678,million,Electronics,95.32,365
720084,book,Toys,516.25,361
589994,start,Home,235.85,453
330294,sea,Automotive,759.0,383
413853,science,Home,788.27,23
823434,order,Automotive,72.61,208
887326,year,Clothing,432.08,469
787611,boy,Books,83.8,459
933054,rate,Clothing,23.49,79
791726,opportunity,Automotive,424.4,251
141003,share,Books,268.06,412
747723,these,Electronics,135.34,1
753281,staff,Books,605.24,171
968160,doctor,Clothing,443.92,222
211754,including,Automotive,916.27,428
301273,catch,Home,296.52,190
314386,mind,Books,94.61,19
395519,care,Automotive,390.76,295
569351,decade,Clothing,729.11,406
412367,environment,Electronics,360.0,287
153420,nice,Home,740.26,360
868525,two,Home,659.52,494
455754,nature,Books,981.73,426
410252,drop,Books,463.64,270
443279,dream,Books,908.08,462
133914,voice,Books,106.12,165
433629,customer,Toys,656.64,76
208355,determine,Toys,912.63,22
348759,hospital,Electronics,882.39,473
432363,week,Clothing,677.61,118
330987,close,Clothing,144.82,152
802593,never,Electronics,929.25,229
184284,reduce,Clothing,67.52,190
301708,air,Books,200.22,339
275616,national,Automotive,30.92,4
658972,increase,Electronics,386.36,491
103201,head,Toys,73.27,86
859724,actually,Clothing,317.28,263
960833,role,Toys,10.73,254
855162,meeting,Home,596.29,203
764952,involve,Electronics,628.2,307
560899,politics,Books,275.68,97
317112,piece,Home,608.22,28
896078,financial,Toys,475.68,433
115694,central,Toys,164.7,312
249342,measure,Electronics,225.1,220
954136,receive,Home,570.87,349
629535,manager,Clothing,622.72,211
465843,specific,Toys,584.13,220
916995,late,Automotive,100.68,494
203584,law,Clothing,26.32,262
797894,door,Electronics,156.92,425
429498,sister,Clothing,679.58,281
198531,scientist,Automotive,280.75,153
897028,management,Toys,378.97,237
288640,fire,Automotive,485.45,467
479634,much,Home,909.7,71
703483,appear,Home,951.65,48
434384,sure,Clothing,252.02,57
357299,lead,Home,992.34,205
288614,measure,Automotive,965.85,39
429313,rock,Electronics,827.86,199
168183,want,Home,887.82,58
135568,make,Toys,472.98,147
859137,also,Home,580.71,305
760593,result,Home,749.56,299
770727,dog,Automotive,527.92,481
553305,teacher,Electronics,619.28,440
740275,natural,Automotive,994.86,266
323585,box,Toys,132.5,447
952858,sit,Clothing,36.77,451
570259,perform,Automotive,661.55,383
722206,often,Automotive,30.5,193
195945,write,Clothing,111.75,330
487693,foreign,Electronics,183.66,147
748447,instead,Toys,232.16,263
260533,next,Clothing,984.81,404
958842,than,Clothing,494.28,105
363666,price,Automotive,692.91,101
507153,seem,Books,22.77,218
524263,choose,Home,962.69,233
768225,him,Books,131.38,127
308842,whole,Clothing,133.51,383
375292,offer,Books,310.82,50
817104,idea,Automotive,507.52,420
587048,represent,Electronics,993.13,231
119086,ever,Books,210.46,90
622456,seek,Automotive,301.87,110
290765,if,Electronics,71.71,487
956302,time,Home,728.54,381
134169,present,Clothing,338.37,115
895438,marriage,Toys,758.19,87
448137,firm,Clothing,232.82,252
623683,might,Toys,197.61,372
583640,forget,Toys,748.46,347
716334,carry,Home,520.66,148
865741,event,Toys,722.32,413
528406,voice,Toys,324.32,355
830256,which,Electronics,810.66,211
117065,yard,Toys,875.11,162
936306,matter,Automotive,76.19,324
137350,base,Electronics,665.64,134
154883,reflect,Home,366.58,112
653474,training,Automotive,308.73,272
334058,be,Books,327.81,192
673466,Mrs,Automotive,178.65,10
443695,as,Automotive,928.91,397
125323,build,Home,842.65,4
821762,leader,Electronics,506.21,77
500618,draw,Electronics,175.4,455
887333,imagine,Electronics,829.82,272
311177,place,Electronics,47.79,494
186636,trip,Automotive,335.4,244
565430,bag,Electronics,43.07,371
855388,image,Home,453.87,302
950509,thought,Automotive,427.09,279
442965,audience,Electronics,459.45,190
790296,soon,Toys,122.58,138
194421,yet,Automotive,358.64,308
624595,thing,Automotive,914.73,204
745142,together,Books,778.81,36
706269,leg,Toys,296.55,56
583850,maintain,Clothing,695.95,208
588212,ever,Automotive,340.46,120
229474,phone,Toys,964.0,493
171312,scene,Clothing,778.93,443
602103,store,Toys,450.91,414
872564,get,Books,339.14,46
478924,few,Clothing,210.6,154
516464,music,Home,308.82,116
978848,sport,Automotive,43.03,20
832314,right,Home,816.79,125
925167,choice,Home,580.24,8
181377,interesting,Automotive,678.31,268
181393,be,Automotive,535.8,452
328363,scientist,Electronics,74.23,17
341530,set,Electronics,629.91,223
137711,state,Clothing,626.66,115
814776,born,Automotive,551.1,366
299957,feeling,Home,940.39,5
970848,fine,Books,335.79,154
724708,rule,Clothing,242.61,50
279762,different,Home,16.64,459
976963,point,Clothing,969.82,200
396596,free,Clothing,672.0,393
632632,people,Books,451.37,34
829194,listen,Books,722.76,210
402465,test,Home,113.32,415
516772,pick,Automotive,136.25,86
940108,develop,Automotive,283.79,468
685792,find,Electronics,383.9,73
485480,record,Toys,780.95,466
672915,class,Clothing,308.76,56
928624,then,Books,408.93,385
577103,raise,Automotive,333.75,382
594759,production,Automotive,841.92,368
364053,however,Clothing,171.39,23
812842,church,Electronics,346.42,26
357086,between,Home,813.21,221
136527,interest,Clothing,766.21,178
685532,if,Clothing,658.6,205
596765,move,Home,821.05,430
540991,beat,Home,67.7,209
938266,coach,Automotive,925.4,20
562306,provide,Clothing,475.67,119
865408,chair,Home,704.87,81
924321,see,Electronics,379.21,201
858281,event,Clothing,208.38,240
289570,away,Automotive,751.97,129
803253,those,Electronics,598.49,256
961987,attorney,Clothing,460.58,306
975477,question,Clothing,206.63,36
553472,item,Electronics,863.56,92
997368,better,Home,132.67,247
832017,somebody,Toys,27.0,44
941413,feeling,Books,398.95,366
879982,call,Automotive,649.83,122
466279,happen,Clothing,739.89,26
421091,life,Home,918.5,290
694000,walk,Home,284.26,16
377659,to,Electronics,337.04,46
972863,majority,Automotive,686.83,470
488983,article,Automotive,665.15,45
350998,real,Electronics,640.4,106
294335,create,Automotive,359.03,322
123154,base,Toys,602.62,40
726056,break,Toys,339.55,493
521306,send,Automotive,174.93,338
832581,card,Home,809.92,88
298687,reason,Books,891.82,28
381419,while,Automotive,10.21,171
648164,real,Home,454.77,468
515741,one,Electronics,612.44,23
986205,purpose,Clothing,552.27,323
633648,our,Electronics,765.22,359
825392,mind,Electronics,506.84,196
698899,fall,Toys,188.76,406
819116,operation,Books,400.76,265
413132,ball,Books,21.37,431
836597,raise,Books,750.4,96
212246,seat,Toys,913.49,479
928141,yourself,Toys,274.3,340
902898,skill,Toys,69.74,215
825387,least,Clothing,756.09,7
734373,walk,Clothing,162.35,107
811034,social,Home,468.35,453
731624,such,Home,172.55,26
323103,special,Toys,363.28,130
446204,phone,Books,344.13,456
775252,nor,Home,71.07,226
737639,full,Clothing,265.75,319
516292,recognize,Home,309.06,163
742732,also,Home,302.48,137
129052,test,Electronics,520.63,108
418808,white,Books,310.39,461
754143,seat,Books,689.96,231
995790,child,Clothing,905.94,298
246860,center,Home,662.93,196
131404,sport,Home,337.07,3
834843,member,Clothing,269.73,464
689278,sing,Automotive,141.97,437
231489,teacher,Home,886.64,157
219776,group,Clothing,879.08,205
275685,vote,Clothing,254.56,499
671988,owner,Automotive,428.51,232
792530,community,Automotive,703.94,302
369929,career,Clothing,647.14,194
803589,late,Toys,602.81,225
479911,ground,Home,543.05,448
867678,entire,Clothing,209.17,6
997052,they,Electronics,268.69,132
462490,example,Toys,941.47,304
820913,summer,Automotive,808.86,249
774548,another,Toys,917.38,315
171299,career,Books,803.76,126
198363,especially,Automotive,575.04,273
907066,bit,Electronics,210.3,265
793582,tough,Electronics,960.11,315
958100,indeed,Home,839.19,82
798209,boy,Toys,395.11,4
275318,win,Home,301.71,162
640432,after,Books,833.68,34
385625,serve,Home,977.31,63
466702,effort,Home,836.74,261
539987,no,Electronics,124.6,247
739259,suddenly,Automotive,66.14,8
371035,age,Books,234.06,444
776047,where,Home,752.58,485
235528,five,Home,847.17,22
