TransactionID,AccountID,TransactionDate,Amount,TransactionType,Description
178233,666279,2019-08-16,-2026.44,Credit,Recognize various two star full late.
343986,933151,2021-11-23,3297.48,Credit,East scene full choice.
191401,856464,2024-05-26,2832.38,Credit,Scientist can himself day. Bring region watch.
178512,702840,2023-12-28,944.54,Credit,Spend offer position blood.
937726,286890,2022-03-05,-1945.66,Credit,Per TV imagine necessary reveal mission current.
233522,886932,2021-05-09,234.21,Debit,Its decide impact my available garden each.
925560,424109,2020-03-24,1959.28,Debit,Both fund relate attack section summer ask.
327720,575255,2021-06-09,3689.79,Debit,Tend environment middle spend glass.
518739,531429,2023-12-25,-2351.67,Debit,Seven go catch glass media model.
130112,692450,2024-02-11,-4887.17,Debit,Style doctor peace read million huge.
785883,860059,2024-06-18,-1234.63,Debit,Day station both network southern among.
699631,479614,2023-01-31,4432.75,Credit,Must film social four spend heart feel.
480880,403598,2020-07-17,-1349.3,Credit,Money draw final firm base.
416290,134368,2023-02-28,-1300.71,Debit,Month new artist beyond. Suffer director though.
515155,758957,2021-06-16,2643.97,Credit,Focus fact reality benefit.
333521,285321,2024-02-17,-443.95,Credit,Base our attorney why.
271779,684969,2022-02-28,-1199.49,Credit,Summer position health red point provide.
185269,642524,2024-06-01,2183.33,Credit,Two exactly some film. Series nice require skill.
474596,742864,2021-05-06,2527.12,Debit,Avoid line artist bill control product magazine.
766888,153187,2023-03-09,866.75,Debit,Record by crime.
684375,802107,2021-10-18,3116.54,Debit,Treat activity would some or task evidence.
355945,485393,2022-02-25,619.79,Credit,Instead learn direction.
112131,221830,2019-08-21,2147.12,Credit,Common off media group good two.
423185,671021,2023-10-17,124.06,Credit,Maybe light hundred year add.
969791,836186,2021-08-22,-3781.82,Debit,Church meet available. Authority wait half sit I.
213039,532721,2021-05-21,-4611.89,Credit,Under least throw charge tend serve.
526148,395720,2021-05-21,-1625.93,Credit,Event list cell.
912560,169748,2021-03-12,-2310.2,Debit,Worker hold will anything herself.
461801,260178,2020-03-26,478.71,Debit,Effect wear night various without economy.
756569,627390,2023-11-30,-1763.29,Credit,Relationship smile my hair their create answer.
523112,406537,2024-04-13,-951.7,Debit,Provide church end may arrive operation.
382519,381859,2021-07-03,2959.09,Credit,Explain spring adult stock. Medical college oil.
448108,481826,2021-02-16,1665.47,Credit,Chance race size say travel call.
170641,305295,2023-04-17,81.3,Debit,Dream man for this little hard.
978553,912310,2023-08-20,3384.33,Debit,Board film once whole study.
629715,129870,2023-07-18,-1761.92,Credit,Bank positive determine such.
620649,695820,2022-12-08,1830.56,Credit,Tend choice science worry.
206988,712403,2023-08-02,-735.7,Credit,News others end.
678855,942549,2024-06-14,-3218.56,Debit,Someone if away here situation then.
385853,895908,2024-07-25,1231.99,Credit,Watch court response form three present.
822521,933781,2020-12-18,4836.14,Debit,Various policy very size.
816878,397691,2020-10-18,-2685.59,Debit,Book argue partner up eat course.
741488,972090,2021-12-21,-4383.15,Credit,Receive country but maintain teach country.
598249,516781,2020-12-07,1602.27,Debit,I art could less stock ask play different.
390783,486551,2021-11-14,4544.17,Debit,So hour fight trade successful gun leader.
555705,998516,2022-10-27,389.63,Credit,Around whom certain impact want more.
670567,903678,2022-07-30,-2349.14,Credit,Behavior boy star pick free nor.
563588,229634,2024-02-27,598.58,Debit,Represent social move team worker other morning.
310254,303316,2022-10-07,2195.76,Credit,Pay billion half PM suggest through.
260225,413572,2023-04-17,-1641.18,Credit,Production treatment environment hope one rather.
422190,117663,2020-02-14,2505.0,Debit,Want option be. Above late party see artist law.
503946,940497,2023-06-22,3538.08,Debit,Cell wear husband garden thus public.
870984,313543,2021-10-30,-2321.22,Credit,Above history concern detail.
329725,221374,2024-05-26,-3212.11,Debit,Tv school that ago near ask hand guess.
704208,579618,2021-03-18,-1125.72,Debit,Answer need mention fish.
795597,539119,2022-08-22,2651.05,Credit,Everyone fine own whose building than to low.
652024,937703,2021-03-01,-494.18,Credit,Century just fund occur single civil.
978608,376987,2023-01-24,2253.39,Credit,Trade yeah month dog.
643844,245349,2022-10-13,2543.25,Credit,Likely practice yourself doctor today staff deep.
193458,911792,2022-09-16,-1895.27,Credit,Above sport whom reason poor. Item so five woman.
564974,996699,2022-08-02,2817.97,Credit,Institution one western cup check.
682352,706114,2021-10-26,2282.99,Debit,Two look oil take. Majority official use.
683604,713998,2023-11-20,4218.15,Debit,Gas executive customer.
339857,720984,2022-12-24,515.14,Debit,Until dog authority discover concern.
290299,371611,2021-09-20,-1745.78,Debit,Future view ahead successful.
494791,157409,2024-01-22,1344.66,Credit,Decide picture clearly do learn.
741274,815233,2023-05-31,1193.5,Debit,Bank media pay letter concern use.
374689,198863,2022-08-08,-2529.98,Debit,Medical grow his already.
449217,614015,2024-04-17,2716.4,Credit,South fly same development recognize from.
661679,843800,2021-08-18,-3763.76,Debit,Smile page better anyone media to.
520550,278572,2023-11-10,-3243.51,Debit,Morning shoulder interest player. Wish edge away.
850267,853702,2022-01-05,-4730.28,Credit,Air for west figure throw.
414344,773068,2021-07-05,3861.99,Debit,Lawyer street me be.
440563,125194,2023-09-11,-1087.54,Debit,Computer southern spend service skin.
865725,533130,2021-06-10,1432.65,Debit,Success feeling police care page.
768167,182480,2020-05-26,-4406.22,Credit,Range up fill court any peace hair.
965599,974687,2022-03-30,-4888.56,Debit,Phone office decide space news training.
969266,298939,2024-02-13,-4672.78,Credit,Draw alone your already fear send.
989083,521021,2023-10-17,2528.95,Debit,Indeed between court couple.
660589,541738,2023-01-14,3233.88,Debit,Close away to scene sure choice true.
822412,675456,2021-04-20,-3401.17,Credit,Become relationship hit newspaper financial.
463213,801010,2022-08-28,-1491.81,Debit,Through human live wall model might.
747354,620553,2022-05-08,1823.91,Credit,Also carry camera force suffer news late.
172904,628710,2019-11-10,-2741.77,Credit,Daughter wear actually home.
936998,886434,2023-04-30,-3331.87,Debit,Section doctor happen hot growth employee.
425039,863146,2020-09-15,956.61,Debit,Organization brother realize full.
819317,160352,2024-08-10,3635.19,Credit,Himself sort dinner lose.
741245,579568,2020-10-28,-3226.93,Debit,Environment item establish keep notice.
937820,796527,2023-06-09,-2698.48,Debit,Pm close control reason foreign exactly.
992616,371610,2021-08-06,554.89,Debit,Thing traditional color range.
828247,791450,2022-05-02,-2342.64,Credit,Officer east sort go way.
748134,703467,2021-08-19,-235.48,Debit,Gas follow back nor budget Republican.
288456,785846,2023-03-11,666.54,Debit,Treat single officer spring.
319987,114843,2024-07-03,-842.52,Debit,Trip resource support stock audience.
131527,304759,2019-11-15,2025.04,Credit,Best impact get argue something impact head.
188447,823143,2020-01-05,4764.37,Debit,Long of relationship ahead high kind class.
348111,673909,2023-11-09,4191.18,Credit,Life allow may for low. Head whom cause life.
182635,761338,2021-11-27,4508.6,Debit,Miss quickly within size point.
810982,339595,2024-04-26,-2626.58,Credit,Message south interview.
761808,227940,2024-06-20,4621.51,Debit,Agreement even win including law.
130631,551957,2021-09-24,-280.09,Credit,Line author of fact behind financial whole.
830463,448396,2024-03-28,4986.36,Credit,Impact both future big.
446057,508880,2024-04-03,3218.11,Debit,Whom alone research involve often letter.
398204,764695,2023-05-22,-703.37,Debit,Ever network just she wrong.
314708,526563,2023-11-04,2242.06,Debit,Sort share next better tree today.
674990,960654,2020-04-19,-1238.56,Credit,Stay material sing available argue find south.
456875,531055,2020-02-19,-3808.32,Credit,Pm lawyer along eye role personal.
446020,607923,2023-10-22,14.66,Credit,Represent sport bed measure.
962664,349161,2021-05-25,-2224.33,Credit,Top force imagine hear.
412640,576029,2020-02-15,-1777.44,Credit,Threat investment recent social know civil upon.
845568,940925,2020-05-28,-995.03,Debit,Article than there lead clearly particular.
282584,603199,2023-01-16,-3060.01,Debit,Begin spend travel dinner around why or.
738564,155131,2023-07-05,-3871.28,Credit,Half my listen marriage spend simple so.
736919,298642,2023-03-12,-3657.18,Credit,Example population eye with.
939582,560961,2021-04-29,-4116.11,Debit,Into mission instead measure family relationship.
597044,100881,2022-06-10,2806.52,Debit,Purpose television move help ever stop do.
236454,713761,2021-03-30,-3782.79,Credit,Above as popular amount family whatever.
598708,192499,2020-01-15,3664.4,Debit,National nature in.
561153,245074,2021-06-29,-619.35,Credit,Take like sense.
431159,992410,2023-10-30,-3892.4,Debit,Service education upon these.
263357,529553,2022-08-26,4843.12,Debit,Easy month above rate sort.
897511,849837,2020-07-22,4262.21,Debit,Old teacher baby pay late crime share house.
273959,341911,2023-07-07,2805.38,Debit,Bad event writer face step experience.
107928,328094,2022-09-10,-4337.32,Credit,During media keep from.
749274,965571,2021-12-09,3034.91,Credit,Include professional heart.
113192,252062,2020-08-01,766.18,Debit,Though wait participant present.
123431,268600,2023-01-25,2675.33,Debit,Law security than report.
251045,879502,2020-12-12,-847.4,Credit,Traditional radio worker method series.
203658,782109,2023-03-09,-1359.54,Debit,Participant leader like wrong bar find.
625200,741876,2024-03-11,-3928.28,Debit,His whatever daughter cup operation.
847537,993375,2022-06-07,-885.43,Debit,Day visit start late. Contain carry trip talk.
536321,117292,2024-08-09,3411.82,Debit,Dog east minute enter here week.
315157,908506,2023-10-17,4979.06,Credit,Father test pressure occur you.
853851,846380,2023-05-08,-1329.64,Debit,Defense especially identify put body.
205900,816821,2020-03-13,-3488.77,Debit,Art Mr data may through.
738110,397265,2021-08-05,-1665.83,Debit,If note relationship charge wall.
181893,691303,2023-09-03,2811.03,Credit,Father south finally thank thousand.
901434,951615,2022-02-11,-2315.98,Debit,Nearly talk loss.
804566,690278,2020-11-11,3803.93,Debit,Student tell reduce small week.
755612,231440,2024-04-30,3833.16,Credit,Career entire your suffer door newspaper.
573957,963489,2020-08-20,4929.19,Credit,Factor land create month else important.
253833,585082,2021-04-23,-2358.62,Debit,Hear administration money stuff.
174605,536471,2022-09-25,2614.89,Debit,Strategy would kind important.
795670,395400,2022-06-23,-2480.38,Debit,Assume kid about.
525668,140772,2023-03-31,2995.76,Debit,Analysis natural bar recently window.
277820,935659,2022-12-20,4872.56,Debit,Law product campaign career two build.
858045,156735,2023-08-25,-4284.19,Debit,Face easy until.
550514,373641,2024-05-01,-1632.57,Debit,Hotel current radio safe.
979418,762049,2022-07-08,-2812.0,Debit,Thought however teach state space.
788484,724513,2024-06-29,-929.01,Debit,Trade by full check land.
135509,783511,2023-01-08,-2972.63,Debit,Table reveal surface skin hundred.
140586,221250,2022-06-29,-4339.23,Credit,However day size throughout child thank full.
886043,763839,2020-01-13,429.21,Debit,Draw impact medical space recent perform.
871441,541846,2024-06-01,450.5,Debit,Throw early kid image.
788418,826098,2024-02-10,2578.42,Debit,Support white wife sure sort leave wait.
648304,364732,2022-06-13,2472.39,Debit,Interesting camera election.
777684,449192,2019-10-19,-1150.9,Debit,Say whether exist thousand among possible.
269119,859524,2024-07-05,128.53,Debit,He after result must majority.
862293,485099,2022-08-11,2434.29,Credit,Federal society picture painting arm.
312207,222626,2023-11-12,-3784.37,Debit,Film chance young together. Note offer air would.
660944,695784,2019-09-09,-3402.65,Credit,Building any trip second power standard.
307663,684963,2021-11-15,-2335.85,Credit,Everyone part blood pretty camera deal.
315140,130866,2022-06-19,4680.73,Credit,Rule alone house buy capital.
165232,903064,2020-11-29,-3665.86,Debit,Sure agency past your art style organization.
870551,603624,2021-02-19,-2184.3,Credit,Nearly subject issue trial same father toward.
538911,561352,2024-02-10,872.7,Debit,Because year dinner. He think eye break check at.
705159,178969,2020-03-22,1739.59,Credit,Front catch cell.
667179,225619,2020-10-29,-4539.3,Debit,Realize energy teacher open.
806013,741286,2023-02-05,-1676.68,Credit,Big environmental per. New lose but very wait.
452174,224039,2023-07-07,-1352.95,Credit,Out enough parent.
108268,441948,2021-05-19,2855.59,Debit,Need draw boy.
777948,247984,2024-03-11,2725.73,Credit,News growth several rule rich base.
769152,189621,2020-12-29,863.72,Credit,Program scene know individual.
984171,104774,2023-09-21,-1813.12,Credit,Teach finally quickly land its risk.
458804,413683,2019-10-29,-1360.33,Debit,College man ask series. Fall we hope nice guess.
508368,487544,2023-11-24,-4975.25,Debit,Day gas suffer Mrs design impact.
889219,906730,2019-10-16,2158.66,Debit,Recognize trade continue bank fall knowledge.
565145,427690,2021-12-06,-2211.93,Credit,Station each different can check prevent son.
530610,723881,2021-05-18,-3878.34,Debit,Perhaps first also sell too hear eye ago.
685693,912334,2020-05-05,786.71,Credit,Bill join give suffer model.
152355,554381,2022-08-27,-1267.99,Debit,Natural low though view fast.
276077,392412,2022-12-02,-2450.61,Credit,Forget indicate exist general.
725392,900507,2021-05-26,3103.36,Debit,Enjoy operation store alone plan skill blood.
321427,897989,2020-06-10,-63.27,Credit,Doctor three president impact.
421005,946842,2022-01-10,-4587.87,Credit,Rock apply impact. Pick coach baby manager.
532440,772568,2020-03-14,2364.48,Credit,Get leg perhaps test send.
621186,378984,2020-06-29,-3211.93,Credit,Short term rock ready race similar civil.
631785,593749,2023-04-15,-2224.5,Credit,Evidence likely growth.
950307,807352,2021-10-02,-19.54,Debit,Best close arm both management pretty improve.
793653,292962,2020-03-02,-3987.18,Debit,Yes risk society.
632003,433278,2023-12-04,-4398.88,Credit,Success near weight point old day.
602478,302854,2020-08-19,2767.12,Debit,Fill growth PM training direction win.
744423,247868,2020-01-12,4565.08,Credit,Hundred anyone produce never job.
417312,948039,2019-10-15,4214.8,Debit,Board debate old particular why mission.
780101,719088,2022-10-13,-4660.76,Debit,In entire cup.
537371,813857,2021-05-20,-2469.29,Debit,Us yes story possible tonight allow grow.
778493,317070,2021-06-28,-2571.95,Credit,Dream note discover generation open.
261544,582653,2024-02-15,1710.0,Debit,Man he media region five might.
114914,213186,2022-09-11,-3257.04,Credit,Black rock fire practice analysis.
502612,829895,2024-02-08,4009.47,Debit,Data population with forget heart generation.
203811,116423,2020-03-24,-3061.7,Debit,Just against pull son. Away usually way.
612228,287524,2021-02-10,-2912.99,Credit,Level gas hard program final machine.
645593,114860,2023-06-26,-3151.6,Credit,Modern born environmental fine.
258164,350978,2020-06-13,-4264.88,Credit,Theory probably available tax almost.
364180,643182,2020-10-09,744.98,Debit,Prove tax country our present parent try.
292306,788493,2022-05-13,2114.52,Debit,Along how audience. Morning leave maybe.
473310,104435,2024-01-31,748.64,Credit,Structure able possible market sense second life.
588412,836003,2019-09-23,-2060.4,Credit,Somebody less now maybe data.
120807,875612,2021-02-10,3506.43,Debit,Man amount performance provide under.
634711,351081,2021-10-05,481.38,Debit,Serve improve talk.
567593,208297,2021-05-31,1514.38,Credit,Make employee about no become effect among.
140184,728770,2021-12-22,1696.34,Debit,Hundred lead always shake.
101992,518800,2020-01-05,-597.74,Debit,Floor score economy try. Management number song.
419840,601111,2021-09-15,4826.86,Credit,Our stock may mission almost.
797713,621804,2019-08-22,-4429.49,Credit,Hard firm understand game. Wide hit involve both.
383324,326399,2019-11-17,3718.29,Debit,Little quickly wear news house.
238347,977830,2022-09-14,1759.33,Debit,Set candidate thing ever.
813613,481543,2020-09-09,-662.45,Debit,Memory dinner risk question leg since Republican.
563038,370235,2023-01-21,2986.46,Credit,Majority century when news.
930323,850411,2021-08-07,-952.08,Debit,Boy ask stay in stand sign clear.
500839,875751,2024-02-02,-2201.4,Credit,Reduce age candidate forward system under.
504171,733354,2021-04-26,-4697.53,Credit,Remain knowledge understand picture water some.
126921,183843,2021-04-29,1124.41,Debit,Story page Mrs century imagine.
570997,658485,2022-03-15,-1708.88,Credit,Light matter detail success.
671886,838815,2021-12-21,1837.86,Debit,Such focus tend manage according.
778866,171632,2022-04-12,4421.6,Credit,Way hotel tell building something.
206255,989792,2022-04-25,-1245.39,Debit,Here as event group fall water major.
186874,482910,2024-02-10,1570.87,Credit,Attorney behind tax.
791707,781231,2023-02-22,4012.23,Credit,Particular many include author toward bad.
379228,875108,2023-02-28,1478.55,Debit,Mind relationship herself all.
517685,591272,2024-07-02,3232.07,Debit,Better hope either accept he before cost.
662704,633152,2021-12-07,4192.84,Credit,Wear risk by play toward money.
934175,451731,2020-11-21,3423.19,Debit,Begin election fine education.
151538,531322,2022-09-20,-3397.65,Debit,Million measure information speak.
710201,711238,2024-02-04,758.08,Debit,Cold north too along class safe movement.
285182,780634,2021-05-22,-3038.51,Debit,Offer talk assume prevent goal.
350287,108558,2020-11-30,-4823.2,Debit,Suddenly although cause.
131725,369932,2022-10-30,4843.31,Credit,Foreign million school American majority name.
245589,769302,2021-04-30,644.06,Credit,Play develop language.
920301,752690,2024-05-04,-2170.65,Credit,Between side contain change that together.
884837,629207,2022-04-14,4757.22,Debit,Wish watch method dream.
818819,123412,2019-08-18,3283.63,Debit,Talk focus rather box parent.
519749,743581,2021-08-30,1936.96,Debit,Involve determine song chance myself water.
561794,471027,2020-08-09,1746.45,Credit,Long heavy price behind phone exist necessary.
892025,179223,2022-01-18,867.06,Credit,Door around international write detail.
492875,574632,2021-01-28,-1506.99,Credit,Head management expect no type build.
217672,152671,2019-12-18,-1584.98,Credit,Pm next into individual owner.
319466,928280,2024-02-26,-3172.23,Debit,Pass everything day. Southern edge quickly.
174782,276672,2020-02-13,-4568.47,Credit,Actually agree economic movie.
486441,324637,2023-02-06,-1125.53,Credit,Feel spring section.
919068,925242,2021-01-19,-2474.54,Debit,Something land argue beat movie evidence.
626633,896658,2022-07-21,-1045.0,Debit,Painting scientist year hope rather.
683409,299563,2019-11-04,1233.23,Debit,Research huge indicate worker week.
312480,170735,2024-07-18,1303.04,Debit,Fine oil answer program keep cover then.
125635,919209,2024-04-02,-649.49,Debit,Meet capital usually anything.
685402,927494,2022-07-11,-2984.07,Debit,Build government and walk.
189259,818641,2020-09-12,613.91,Debit,Teacher rock apply meet with hotel.
437896,725297,2022-03-21,1243.12,Debit,Majority gun dinner everybody during third.
274384,161395,2021-04-25,1873.1,Debit,Turn official yeah last vote ago range.
715379,478872,2023-04-23,-2742.31,Debit,Stuff clear skin throw.
920819,215178,2022-01-01,3897.91,Debit,Watch individual front great force future yet.
148223,767987,2022-07-01,493.7,Credit,World study appear bar nice.
106399,545959,2023-04-10,294.14,Credit,Plant stop cause sing full become main.
316913,503012,2023-08-16,-4978.58,Debit,Mind skill land see term system.
266828,823000,2022-12-12,2364.42,Debit,Hair should himself consider.
921348,376062,2023-04-15,-3125.86,Credit,Gun science skill.
368172,210725,2024-02-26,632.61,Credit,Later image particular ready billion film.
687155,364846,2022-08-10,2707.35,Credit,Other understand him section pick again.
330878,814861,2021-09-03,-1079.32,Credit,Magazine huge most fall act spring husband.
493887,485347,2024-02-26,4490.02,Credit,Oil keep down particular keep. Deep south nice.
816757,400901,2020-04-26,4396.86,Debit,Later whole assume wind number cover.
199950,763179,2020-05-10,2871.02,Debit,Live plant range upon little involve.
641308,149503,2020-06-25,-484.36,Credit,Oil fight believe nature.
597923,856498,2019-09-24,2155.83,Credit,Need him baby skill too child.
487355,452187,2021-03-21,-3692.34,Debit,Wide year development live.
417823,321640,2021-01-11,-3612.54,Debit,May pass item indicate air.
124410,382870,2020-03-18,-3135.38,Credit,Lead allow instead into skill drive fear center.
320522,754334,2021-09-07,3164.35,Debit,Raise policy situation site baby avoid read.
266775,912340,2022-10-03,3214.16,Credit,Best how account worker never relate design.
133446,968034,2020-03-13,2628.29,Debit,Stuff specific worry return thus she popular.
457758,163814,2023-09-12,2736.41,Debit,Real center would attention.
625672,569025,2024-06-23,1619.4,Credit,Report shake two shake believe.
566060,950356,2022-09-05,-2454.48,Debit,Against accept a recent someone region foot.
578704,227021,2021-09-17,2278.59,Debit,Office late strong four.
344578,604532,2020-05-26,983.21,Credit,Research least drive example information serious.
935810,373876,2020-07-14,-3996.57,Debit,Only north address economy cost including.
698740,753041,2023-11-10,-3952.52,Credit,Trouble for may front box.
431465,377240,2020-03-07,4347.85,Debit,Sure take minute top receive research study.
135582,319275,2022-06-03,2502.44,Debit,Able buy customer about bank west.
555612,908586,2024-02-27,-563.86,Debit,Worry stage would social enjoy actually himself.
946314,411854,2021-10-14,-2144.04,Debit,Last upon tree state.
601205,263474,2022-01-11,-2682.72,Debit,Step tax hundred evening.
293652,732721,2020-07-22,-3544.11,Credit,Employee interest instead recent.
506561,748933,2022-12-02,-664.56,Credit,Write most sort head person.
392439,257411,2023-11-20,-4973.57,Credit,None manager fund cover might model.
346008,591170,2021-04-29,4024.31,Debit,Really work old whole she drop now.
520823,515464,2020-07-25,-1584.69,Debit,Law far morning. Pass part executive black.
521133,730523,2024-02-10,-4184.83,Credit,Own treatment material turn.
668786,926109,2023-10-31,-3380.91,Credit,Pm senior consider relate.
660158,527507,2023-10-03,3599.18,Credit,Far hair fast never.
959203,388231,2023-11-24,-1605.6,Credit,Statement do less American. Sister sister off.
118273,457546,2022-07-25,-2190.27,Credit,Adult home up central above never weight.
526123,676915,2023-10-20,2665.04,Credit,Need car east attention try.
